path,label,det_score,f1_best,f1_th_0.5,iou_best,iou_th_0.5
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1011572216.png,1,0.21757619082927704,0.44289738,0.3960465639061419,0.28443685,0.24691899090951328
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1012150929.png,1,0.6145627498626709,0.4654294,0.33251923421005547,0.30329618,0.19941413480264605
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/101262930.png,1,0.08638071268796921,0.1878639,0.127912622136195,0.10366986,0.06832620295862103
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1015118661.png,1,0.2867094874382019,0.7055336,0.6427094986553264,0.5450382,0.4735239051762253
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/101669240.png,1,0.27455073595046997,0.45489383,0.25626640957075897,0.29440945,0.14696419853199932
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1016887272.png,1,0.48075592517852783,0.45992377,0.16443624561039197,0.29863703,0.08958351090620278
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/104285082.png,1,0.544707179069519,0.7121521,0.5799186784497892,0.5529784,0.40837004870730187
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1053116826.png,1,0.1564713418483734,0.3722575,0.35810026046737514,0.22869557,0.21810117380815847
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1066831905.png,1,0.04162897169589996,0.4724171,0.47112729811832926,0.3092579,0.30815338486878996
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1089755335.png,1,0.20102252066135406,0.3981708,0.2311680609595011,0.24857257,0.1306896691863773
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1097710887.png,1,0.34049296379089355,0.51043963,0.43368080148945953,0.34267804,0.2768789413434117
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1112334131.png,1,0.608016848564148,0.6031914,0.3361236066830686,0.43183538,0.2020123658422772
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1117972841.png,1,0.22200414538383484,0.4821579,0.327616230082199,0.3176601,0.195897757425798
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1138784872.png,1,0.4764036536216736,0.6767879,0.6728127939793038,0.5114735,0.506946413382478
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/11551286.png,1,0.9093888998031616,0.44146082,0.23146425602087267,0.28325295,0.13087903753649238
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1157215900.png,1,0.30525121092796326,0.3999159,0.31901697677125423,0.2499343,0.18978001107857878
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1160441615.png,1,0.170485258102417,0.40648785,0.23643767705382437,0.25508925,0.13406822882155695
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/116409198.png,1,0.6565666198730469,0.77492386,0.366871712579121,0.63255155,0.22464353560276873
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1181708011.png,1,0.5040788054466248,0.61090094,0.5933584804680866,0.43978214,0.4218263660136649
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/118854260.png,1,0.17599301040172577,0.81874514,0.6852340469352495,0.6931147,0.5211832914732487
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/118939364.png,1,0.5596733689308167,0.38397345,0.36984194984623386,0.23760343,0.22687490321036552
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1196746186.png,1,0.6574978828430176,0.52436256,0.18130769467088576,0.35534647,0.09969124196524048
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1196886054.png,1,0.2730031907558441,0.28562373,0.1971692671462418,0.16660504,0.10936648879628112
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/122301379.png,1,0.29213547706604004,0.27434698,0.2349520386178609,0.15898155,0.1331136851566794
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/123101580.png,1,0.20561467111110687,0.14491451,0.11638606368005948,0.07811743,0.06178870385055952
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1234206849.png,1,0.5261805653572083,0.4594461,0.42637255081471664,0.29823434,0.27094885198873675
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1235099089.png,1,0.582003653049469,0.3755315,0.30280443492033915,0.23117192,0.17841458058849363
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1235455146.png,1,0.29126131534576416,0.5957087,0.5736321567915798,0.424206,0.40216284987277356
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/123997871.png,1,0.5393068790435791,0.638126,0.6369824883983618,0.46856463,0.4673325786180576
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1246863003.png,1,0.06881797313690186,0.19917463,0.0563298929547908,0.11060186,0.028981200436541253
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/125635185.png,1,0.14257627725601196,0.54227775,0.3414459173088069,0.37200347,0.2058696311878911
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1260816604.png,1,0.0496632382273674,0.49559,0.4357059312121777,0.32942483,0.2785319844304006
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/128395402.png,1,0.7390698194503784,0.69475627,0.6217578365089121,0.53228086,0.451123795932929
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1285874746.png,1,0.7073231935501099,0.30121726,0.16677149600450467,0.17731358,0.09097147226383867
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1286805224.png,1,0.3524686098098755,0.9556095,0.9544268429326064,0.9149925,0.9128264593264493
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1288909046.png,1,0.31488803029060364,0.68799406,0.6134945397815913,0.52438337,0.44247538677918424
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1295719054.png,1,0.1929336041212082,0.4985609,0.4691889707203161,0.3320554,0.306496988685201
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/129662899.png,1,0.5149420499801636,0.43414676,0.2946538772679995,0.2772589,0.1727824477039053
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1303727066.png,1,0.397673636674881,0.5614743,0.5382590916667559,0.39031234,0.3682315303609502
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1313961775.png,1,0.2241183966398239,0.5390539,0.5107298361360204,0.36897594,0.3429396818176418
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1329832826.png,1,0.05166126787662506,0.1969985,0.15804812527551187,0.10926142,0.0858046985072029
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1330645772.png,1,0.918389081954956,0.7533423,0.6918706927534222,0.6042896,0.5289008425395724
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/135444196.png,1,0.2123671919107437,0.37485725,0.2325095938197938,0.23066111,0.13154786753399106
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/137444466.png,1,0.052068084478378296,0.5343541,0.5311053521977858,0.36458609,0.3615680355241506
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/137444523.png,1,0.1568906456232071,0.32012564,0.22046115630236443,0.19056521,0.12388667832857002
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1378557186.png,1,0.20820128917694092,0.60875404,0.5902464458271056,0.43756032,0.41868768060911504
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1387014885.png,1,0.2189490646123886,0.26360723,0.20678982658340203,0.15181315,0.11531823187764209
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1389264266.png,1,0.24967485666275024,0.062088415,0.05245704023822551,0.032038826,0.026934984912806294
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1406296515.png,1,0.24086900055408478,0.32853383,0.27283778627647587,0.19655427,0.1579688254574972
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/140774394.png,1,0.21004408597946167,0.23150401,0.12952930078333028,0.13090445,0.06924957489982365
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1408958345.png,1,0.9554199576377869,0.5225432,0.3220168837206169,0.35367745,0.191907105975315
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/141203926.png,1,0.21801337599754333,0.72055364,0.382118370839456,0.5631761,0.23618438082996368
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1417941060.png,1,0.27623018622398376,0.7306583,0.6631377164957121,0.5756199,0.496040410952012
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/141841337.png,1,0.5262282490730286,0.49512646,0.3428534238213221,0.32901534,0.20689384315775503
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1423997242.png,1,0.2937813699245453,0.39555556,0.1688120235869409,0.2465374,0.0921871625203715
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1424775129.png,1,0.23819990456104279,0.7265402,0.6803476805800874,0.5705247,0.5155507026874714
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/143688205.png,1,0.15219955146312714,0.42128158,0.1535932733795894,0.26685035,0.0831849619941108
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1444710198.png,1,0.297467440366745,0.31180784,0.30482560917343526,0.18469925,0.1798196166854566
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/144571886.png,1,0.05872544273734093,0.40121296,0.35537420337403347,0.25094834,0.21608210457546131
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1453366750.png,1,0.655445396900177,0.38145748,0.37698747280300376,0.23567961,0.23227637894704073
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/146019208.png,1,0.31753548979759216,0.508086,0.25329732591512405,0.34055987,0.14501456353917266
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1483574454.png,1,0.26138636469841003,0.5633819,0.5502430582678869,0.39215842,0.3795415924068471
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1505686764.png,1,0.39118510484695435,0.48892742,0.4828517254455821,0.32356316,0.3182627127117119
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/151215569.png,1,0.2766210436820984,0.17716417,0.15707640703471026,0.097191505,0.08523218631216942
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1542970158.png,1,0.38691627979278564,0.75467604,0.7523249599144842,0.6060078,0.6029814941740919
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/154653766.png,1,0.2288084179162979,0.66638756,0.3149237225448766,0.4996861,0.18688989143001192
/home/marek/FakeFlickr/data/fake-flickr/generated/flux_fill_real_rescaled/img/1546632452.png,1,0.19394297897815704,0.5448214,0.5119732317535054,0.3744017,0.34406184262183653
